"","wikidataId","fullName","type","inceptionDate","altNames","terminationDate","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa","dbpediaId"
"112","Q674994","Macau national rugby union team","national rugby union team",NA,NA,NA,NA,"Macau",NA,NA,NA,NA,NA,NA,NA,"Macau_national_rugby_union_team","%C3%89quipe_de_Macao_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Macao",NA,NA,"http://dbpedia.org/resource/Macau_national_rugby_union_team"
"114","Q675856","Cyprus national rugby union team","national rugby union team","2007-03-24",NA,NA,NA,"Cyprus",NA,NA,NA,NA,NA,NA,NA,"Cyprus_national_rugby_union_team","%C3%89quipe_de_Chypre_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Cipro",NA,NA,"http://dbpedia.org/resource/Cyprus_national_rugby_union_team"
"115","Q684546","Armenia national rugby union team","national rugby union team",NA,NA,NA,NA,"Armenia",NA,NA,NA,NA,NA,NA,NA,"Armenia_national_rugby_union_team","%C3%89quipe_d%27Arm%C3%A9nie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27Armenia",NA,NA,"http://dbpedia.org/resource/Armenia_national_rugby_union_team"
"117","Q692299","Ordizia RE","rugby union club","1973-01-01","AMPO Ordizia; Ordizia Rugby Elkartea",NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,"Ordizia_RE","Ordizia_Rugby_Elkartea",NA,"Ordizia_Rugby_Elkartea","%E3%82%AA%E3%83%AB%E3%83%87%E3%82%A3%E3%82%B7%E3%82%A2RE","http://dbpedia.org/resource/Ordizia_RE"
"118","Q695374","Germany national rugby union team","national rugby union team","1927-04-17",NA,NA,NA,"Germany",NA,NA,NA,NA,NA,NA,NA,"Germany_national_rugby_union_team","%C3%89quipe_d%27Allemagne_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Germania","Selecci%C3%B3n_de_rugby_de_Alemania","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%89%E3%82%A4%E3%83%84%E4%BB%A3%E8%A1%A8",NA
"119","Q714402","Chinese Taipei national rugby union team","national rugby union team","1969-03-14",NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,NA,"Chinese_Taipei_national_rugby_union_team","%C3%89quipe_de_Taipei_chinois_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Taipei_cinese","Selecci%C3%B3n_de_rugby_de_China_Taip%C3%A9i","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%81%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%BC%E3%82%BA%E3%82%BF%E3%82%A4%E3%83%9A%E3%82%A4%E4%BB%A3%E8%A1%A8",NA
"120","Q733600","British & Irish Lions","rugby union team","1888-01-01",NA,NA,NA,"Ireland",NA,NA,NA,NA,"Dublin",NA,NA,"British_%26_Irish_Lions","%C3%89quipe_des_Lions_britanniques_et_irlandais_de_rugby_%C3%A0_XV","British_and_Irish_Lions","Leones_Brit%C3%A1nicos_e_Irlandeses","%E3%83%96%E3%83%AA%E3%83%86%E3%82%A3%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%82%A2%E3%82%A4%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5%E3%83%BB%E3%83%A9%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%BA","http://dbpedia.org/resource/British_&_Irish_Lions"
"123","Q744636","Natal Sharks","rugby union team","1890-01-01","Sharks (Currie Cup); Sharks",NA,"South African Rugby Union","South Africa","Currie Cup",NA,"Kings Park Stadium","52000","Durban",NA,NA,"Sharks_(Currie_Cup)","Natal_Sharks","Natal_Sharks","Natal_Sharks","%E3%82%B7%E3%83%A3%E3%83%BC%E3%82%AF%E3%82%B9_(%E3%82%AB%E3%83%AA%E3%83%BC%E3%82%AB%E3%83%83%E3%83%97)","http://dbpedia.org/resource/Sharks_(Currie_Cup)"
"126","Q749756","Junior All Blacks","second national rugby union teams","2005-06-26","All Blacks XV",NA,NA,"New Zealand",NA,NA,NA,NA,NA,NA,NA,"All_Blacks_XV",NA,"Nazionale_A_di_rugby_a_15_della_Nuova_Zelanda","All_Blacks_XV","%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%82%B9XV","http://dbpedia.org/resource/All_Blacks_XV"
"129","Q764951","Grupo Dramático e Sportivo Cascais","rugby union team",NA,"GDS Cascais",NA,NA,"Portugal",NA,NA,NA,NA,NA,NA,NA,"Grupo_Dram%C3%A1tico_e_Sportivo_Cascais","Grupo_Dram%C3%A1tico_e_Sportivo_Cascais",NA,NA,NA,"http://dbpedia.org/resource/Grupo_Dramático_e_Sportivo_Cascais"
"130","Q774221","Canada national rugby union team","national rugby union team","1932-01-31",NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"Canada_national_rugby_union_team","%C3%89quipe_du_Canada_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Canada","Selecci%C3%B3n_de_rugby_de_Canad%C3%A1","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%AB%E3%83%8A%E3%83%80%E4%BB%A3%E8%A1%A8",NA
"131","Q779116","FC Auch Gers","rugby union club","1903-01-01","Auch; Football Club Auch Gers","2017-01-01","French Rugby Federation","France",NA,NA,"Stade du Moulias",NA,"Auch",NA,NA,"FC_Auch_Gers","Football_Club_Auch_Gers","Rugby_club_Auch","Football-Club_Auch","FC%E3%82%AA%E3%83%BC%E3%82%B7%E3%83%A5%E3%83%BB%E3%82%B8%E3%82%A7%E3%83%BC%E3%83%AB","http://dbpedia.org/resource/FC_Auch_Gers"
"132","Q786742","Guatemala national rugby union team","national rugby union team",NA,NA,NA,NA,"Guatemala",NA,NA,NA,NA,NA,NA,NA,"Guatemala_national_rugby_union_team","%C3%89quipe_du_Guatemala_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Guatemala","Selecci%C3%B3n_de_rugby_de_Guatemala",NA,"http://dbpedia.org/resource/Guatemala_national_rugby_union_team"
"134","Q791369","Battai Bulldogok RK","rugby union team","1989-01-01","Battai Bulldogok; Bulldogok (Bulldogs); Battai Bulldogok Rögbi Klub",NA,NA,"Hungary",NA,NA,NA,NA,NA,NA,NA,"Battai_Bulldogok_RK",NA,NA,NA,NA,"http://dbpedia.org/resource/Battai_Bulldogok_RK"
"136","Q794479","Canada national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"Canada_national_under-20_rugby_union_team","%C3%89quipe_du_Canada_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,NA,"U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%AB%E3%83%8A%E3%83%80%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Canada_national_under-20_rugby_union_team"
"138","Q807749","Barbarian FC","rugby union club","1890-01-01","Barbarian F.C.; Barbarians",NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"Barbarian_F.C.","Barbarians","Barbarian_Football_Club","Barbarian_F.C.","%E3%83%90%E3%83%BC%E3%83%90%E3%83%AA%E3%82%A2%E3%83%B3%E3%82%BA","http://dbpedia.org/resource/Barbarian_F.C."
"139","Q810436","Basque Korsarioak","rugby union team","2009-01-01",NA,NA,NA,"Spain",NA,NA,"Miniestadio de Anoeta",NA,NA,NA,"121gpnfq",NA,"Basque_Korsarioak",NA,"Basque_Korsarioak",NA,NA
"142","Q820052","RC Leipzig","rugby union team","2003-01-01","Rugby Club Leipzig e.V.",NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,"Leipzig",NA,NA,"RC_Leipzig","RC_Leipzig",NA,NA,NA,"http://dbpedia.org/resource/RC_Leipzig"
"143","Q822335","Hamburger RC","rugby union club","1950-01-01","Hamburger Rugby Club (HRC); Hamburger Rugby Club von 1950 e.V.",NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,NA,NA,NA,"Hamburger_RC","Hamburger_Rugby-Club","Hamburger_Rugby_Club",NA,NA,"http://dbpedia.org/resource/Hamburger_RC"
"144","Q822616","SC Germania List","rugby union club","1900-01-01","Sport Club Germania List Hannover e.V. 1900",NA,NA,"Germany","2. Rugby-Bundesliga",NA,NA,NA,"Hanover",NA,NA,"SC_Germania_List","SC_Germania_List",NA,NA,NA,"http://dbpedia.org/resource/SC_Germania_List"
"145","Q822877","Wales national rugby union team","national rugby union team","1881-02-19",NA,NA,NA,"United Kingdom",NA,NA,"Millennium Stadium",NA,"Cardiff",NA,NA,"Wales_national_rugby_union_team","%C3%89quipe_du_pays_de_Galles_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Galles","Selecci%C3%B3n_de_rugby_de_Gales","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%A6%E3%82%A7%E3%83%BC%E3%83%AB%E3%82%BA%E4%BB%A3%E8%A1%A8",NA
"146","Q822920","Stahl Hennigsdorf Rugby","rugby union club","1948-01-01","Sport Verein Stahl Hennigsdorf Rugby e.V. 1948",NA,NA,"Germany",NA,NA,NA,NA,"Hennigsdorf",NA,NA,"Stahl_Hennigsdorf_Rugby",NA,NA,NA,NA,"http://dbpedia.org/resource/Stahl_Hennigsdorf_Rugby"
"147","Q828527","RK 03 Berlin","rugby union team","2003-01-01","Rugby Klub 03 Berlin",NA,NA,"Germany","Rugby-Bundesliga",NA,"Stadium Buschallee",NA,NA,NA,NA,"RK_03_Berlin","Rugby_Klub_03_Berlin",NA,NA,NA,"http://dbpedia.org/resource/RK_03_Berlin"
"148","Q831529","DRC Hannover","rugby union club","1905-01-01","Deutscher Rugby Club Hannover",NA,NA,"Germany","2. Rugby-Bundesliga",NA,NA,NA,NA,NA,NA,"DRC_Hannover","Deutscher_Rugby_Club_Hannover",NA,NA,NA,"http://dbpedia.org/resource/DRC_Hannover"
"149","Q832774","Heidelberger TV","rugby union club","1846-01-01","Heidelberger Trans RFC; Heidelberger Turnverein 1846 e.V.",NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,"Heidelberg",NA,NA,"Heidelberger_TV","Heidelberger_TV",NA,NA,NA,"http://dbpedia.org/resource/Heidelberger_TV"
"150","Q833432","DSV 78 Hannover","rugby union club","1878-01-01","Deutscher Sportverein 1878 Hannover e.V.",NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,"Hanover",NA,NA,"DSV_78_Hannover","DSV_78_Hanovre",NA,NA,NA,"http://dbpedia.org/resource/DSV_78_Hannover"
"151","Q834120","SC Neuenheim","rugby union club","1902-01-01","Sportclub Neuenheim 02 e.V.",NA,NA,"Germany","Rugby-Bundesliga",NA,NA,NA,NA,NA,NA,"SC_Neuenheim","SC_Neuenheim",NA,NA,NA,"http://dbpedia.org/resource/SC_Neuenheim"
"155","Q869651","TSV Victoria Linden","rugby union club","1900-01-01","Turn und Sportverein Victoria Linden e.V.",NA,NA,"Germany","2. Rugby-Bundesliga",NA,NA,NA,NA,NA,NA,"TSV_Victoria_Linden","TSV_Victoria_Linden",NA,NA,NA,"http://dbpedia.org/resource/TSV_Victoria_Linden"
"156","Q870753","Rudergesellschaft Heidelberg 1898","rugby union team","1898-01-01","RG Heidelberg; Rudergesellschaft Heidelberg 1898 e. V.",NA,NA,"Germany","Rugby-Bundesliga",NA,"Fritz-Grunebaum-Sportpark","5000","Heidelberg",NA,NA,"RG_Heidelberg","RG_Heidelberg",NA,NA,NA,"http://dbpedia.org/resource/RG_Heidelberg"
"161","Q896965","Bradford (Park Avenue) A.F.C.","rugby union team","1907-01-01",NA,NA,NA,"United Kingdom",NA,NA,"Horsfall Stadium",NA,"Bradford",NA,NA,"Bradford_(Park_Avenue)_A.F.C.","Bradford_Park_Avenue_Association_Football_Club","Bradford_Park_Avenue_Association_Football_Club",NA,"%E3%83%96%E3%83%A9%E3%83%83%E3%83%89%E3%83%95%E3%82%A9%E3%83%BC%E3%83%89%E3%83%BB%E3%83%91%E3%83%BC%E3%82%AF%E3%83%BB%E3%82%A2%E3%83%99%E3%83%8B%E3%83%A5%E3%83%BCAFC",NA
"165","Q920928","England national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,"England_national_under-20_rugby_union_team","%C3%89quipe_d%27Angleterre_de_rugby_%C3%A0_XV_des_moins_de_20_ans",NA,"Selecci%C3%B3n_juvenil_de_rugby_de_Inglaterra","U-20%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/England_national_under-20_rugby_union_team"
"168","Q930719","Yenisey-STM Krasnoyarsk","rugby union club","1975-01-01","Enisei-STM; Регбийный клуб «Енисей-СТМ»",NA,"Rugby Union of Russia","Russia","Russian Rugby Championship",NA,NA,NA,NA,NA,NA,"Yenisey-STM_Krasnoyarsk","Enisey-STM","Enisej-STM","Enisei-STM","%E3%82%A8%E3%83%8B%E3%82%BB%E3%82%A4STM","http://dbpedia.org/resource/Yenisey-STM_Krasnoyarsk"
"169","Q932889","Hong Kong national rugby union team","national rugby union team","1969-03-09",NA,NA,NA,"China",NA,NA,NA,NA,NA,NA,NA,"Hong_Kong_national_rugby_union_team","%C3%89quipe_de_Hong_Kong_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Hong_Kong","Selecci%C3%B3n_de_rugby_de_Hong_Kong","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E9%A6%99%E6%B8%AF%E4%BB%A3%E8%A1%A8",NA
"172","Q942653","São Paulo Athletic Club","rugby union club","1888-01-01",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"S%C3%A3o_Paulo_Athletic_Club",NA,"S%C3%A3o_Paulo_Athletic_Club","S%C3%A3o_Paulo_Athletic_Club",NA,"http://dbpedia.org/resource/São_Paulo_Athletic_Club"
"173","Q942915","Madrid Gatos","rugby union team","2009-01-01","Gatos de Madrid; Gatos (Cats)",NA,NA,"Spain",NA,NA,NA,NA,NA,NA,"120rrq8z","Gatos_de_Madrid","Gatos_de_Madrid",NA,"Gatos_de_Madrid",NA,"http://dbpedia.org/resource/Gatos_de_Madrid"
"174","Q942928","Catalunya Blaus Almogàvers","rugby union team","2009-01-01","Almogàvers (Almogavars); Blaus (Blues)",NA,NA,"Spain",NA,NA,"Baldiri Aleu Stadium",NA,NA,NA,"1237vwn8","Catalunya_Blaus_Almog%C3%A0vers","Catalunya_Blaus_Almog%C3%A0vers",NA,"Catalunya_Blaus_Almog%C3%A0vers",NA,"http://dbpedia.org/resource/Catalunya_Blaus_Almogàvers"
"175","Q942941","FC Seville de Andalucía","rugby union team","2009-01-01",NA,NA,NA,"Spain",NA,NA,"Estadio de La Cartuja",NA,NA,NA,"121fwdtr",NA,"Seville_FC_Andalousie_Rugby",NA,"Cartujanos_de_Andaluc%C3%ADa",NA,NA
"176","Q942962","La Vila Mariners","rugby union club","2009-01-01",NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,"122152hm",NA,"La_Vila_Mariners",NA,"La_Vila_Mariners",NA,NA
"177","Q942999","Vacceos Cavaliers","rugby union team","2009-01-01",NA,NA,NA,"Spain",NA,NA,"Estadio Pepe Rojo",NA,NA,NA,"122152ql",NA,"Vacceos_Cavaliers",NA,"Vacceos_Cavaliers",NA,NA
"178","Q945016","Scotland national rugby union team","national rugby union team","1871-03-27",NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,"scotland",NA,"Scotland_national_rugby_union_team","%C3%89quipe_d%27%C3%89cosse_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Scozia","Selecci%C3%B3n_de_rugby_de_Escocia","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B9%E3%82%B3%E3%83%83%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E4%BB%A3%E8%A1%A8",NA
"179","Q946174","Eswatini national rugby union team","national rugby union team",NA,NA,NA,NA,"Eswatini",NA,NA,NA,NA,NA,NA,NA,"Eswatini_national_rugby_union_team","%C3%89quipe_d%27Eswatini_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_dell%27eSwatini",NA,NA,NA
"185","Q953455","Czechoslovakia national rugby union team","national rugby union team","1927-05-22",NA,"1992-11-15",NA,"Czechoslovakia",NA,NA,NA,NA,NA,NA,NA,"Czechoslovakia_national_rugby_union_team","%C3%89quipe_de_Tch%C3%A9coslovaquie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Cecoslovacchia","Selecci%C3%B3n_de_rugby_de_Checoslovaquia",NA,"http://dbpedia.org/resource/Czechoslovakia_national_rugby_union_team"
"188","Q957849","Canada East","rugby union team","2006-01-01","Canada East (rugby union)",NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"Canada_East_(rugby_union)",NA,"Canada_East",NA,NA,"http://dbpedia.org/resource/Canada_East_(rugby_union)"
"192","Q967505","Romania national rugby union team","national rugby union team","1919-07-01",NA,NA,NA,"Romania",NA,NA,NA,NA,NA,NA,NA,"Romania_national_rugby_union_team","%C3%89quipe_de_Roumanie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Romania","Selecci%C3%B3n_de_rugby_de_Rumania","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%AB%E3%83%BC%E3%83%9E%E3%83%8B%E3%82%A2%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Romania_national_rugby_union_team"
"194","Q971837","Tunisia national rugby union team","national rugby union team","1976-01-01",NA,NA,NA,"Tunisia",NA,NA,"Stade Mustapha Ben Jannet","20000",NA,NA,NA,"Tunisia_national_rugby_union_team","%C3%89quipe_de_Tunisie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Tunisia","Selecci%C3%B3n_de_rugby_de_T%C3%BAnez","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%81%E3%83%A5%E3%83%8B%E3%82%B8%E3%82%A2%E4%BB%A3%E8%A1%A8",NA
"200","Q1022938","San Martín de Tucumán","rugby union club","1909-01-01",NA,NA,NA,"Argentina","Unión de Rugby de Tucumán",NA,NA,NA,"San Miguel de Tucumán",NA,NA,"San_Mart%C3%ADn_de_Tucum%C3%A1n","Club_Atl%C3%A9tico_San_Mart%C3%ADn_(San_Miguel_de_Tucum%C3%A1n)","Club_Atl%C3%A9tico_San_Mart%C3%ADn_(Tucum%C3%A1n)","Club_Atl%C3%A9tico_San_Mart%C3%ADn_(Tucum%C3%A1n)","CA%E3%82%B5%E3%83%B3%E3%83%BB%E3%83%9E%E3%83%AB%E3%83%86%E3%82%A3%E3%83%B3_(%E3%83%88%E3%82%A5%E3%82%AF%E3%83%9E%E3%83%B3)",NA
"204","Q1051207","Club de Rugby San Roque","rugby union team","1971-01-01","San Roque RC",NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,"Club_de_Rugby_San_Roque",NA,NA,"Club_de_Rugby_San_Roque",NA,"http://dbpedia.org/resource/Club_de_Rugby_San_Roque"
"208","Q1102931","Club Almirante Brown","rugby union club","1912-07-01",NA,NA,NA,"Argentina","Unión de Rugby de Buenos Aires",NA,"Estadio Fragata Presidente Sarmiento",NA,"Isidro Casanova",NA,NA,"Club_Almirante_Brown","Club_Atl%C3%A9tico_Almirante_Brown","Club_Almirante_Brown","Club_Almirante_Brown",NA,NA
"209","Q1105950","Kecskeméti Atlétika és Rugby Club","rugby union team","1979-01-01",NA,NA,NA,"Hungary",NA,NA,NA,NA,NA,NA,NA,"Kecskem%C3%A9ti_Atl%C3%A9tika_%C3%A9s_Rugby_Club",NA,NA,NA,NA,"http://dbpedia.org/resource/Kecskeméti_Atlétika_és_Rugby_Club"
"212","Q1122433","Japan national rugby union team","national rugby union team","1932-01-31",NA,NA,NA,"Japan",NA,NA,"Chichibunomiya Rugby Stadium","24871",NA,NA,NA,"Japan_national_rugby_union_team","%C3%89quipe_du_Japon_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Giappone","Selecci%C3%B3n_de_rugby_de_Jap%C3%B3n","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E6%97%A5%E6%9C%AC%E4%BB%A3%E8%A1%A8",NA
"213","Q1122765","Singapore national rugby union team","national rugby union team",NA,NA,NA,NA,"Singapore",NA,NA,NA,NA,NA,NA,NA,"Singapore_national_rugby_union_team","%C3%89quipe_de_Singapour_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Singapore","Selecci%C3%B3n_de_rugby_de_Singapur",NA,NA
"223","Q1134659","Tonga national rugby union team","national rugby union team","1924-08-15",NA,NA,NA,"Tonga",NA,NA,"Teufaiva Sport Stadium","10000",NA,NA,NA,"Tonga_national_rugby_union_team","%C3%89quipe_des_Tonga_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_delle_Tonga","Selecci%C3%B3n_de_rugby_de_Tonga","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%88%E3%83%B3%E3%82%AC%E4%BB%A3%E8%A1%A8",NA
"224","Q1134669","Fiji national rugby union team","national rugby union team","1924-08-15",NA,NA,NA,"Fiji",NA,NA,NA,NA,NA,NA,NA,"Fiji_national_rugby_union_team","%C3%89quipe_des_Fidji_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_delle_Figi","Selecci%C3%B3n_de_rugby_de_Fiyi","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%95%E3%82%A3%E3%82%B8%E3%83%BC%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Fiji_national_rugby_union_team"
"226","Q1138539","Samoa national rugby union team","national rugby union team","1924-08-18",NA,NA,NA,"Samoa",NA,NA,"Apia Park","15000",NA,NA,NA,"Samoa_national_rugby_union_team","%C3%89quipe_des_Samoa_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Samoa","Selecci%C3%B3n_de_rugby_de_Samoa","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%B5%E3%83%A2%E3%82%A2%E4%BB%A3%E8%A1%A8","http://dbpedia.org/resource/Samoa_national_rugby_union_team"
"228","Q1142928","Old Boys & Old Girls Club","rugby union club",NA,"Old Boys; The British Schools Old Boys & Old Girls Club",NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,"Old_Boys_%26_Old_Girls_Club",NA,NA,"Old_Boys_Club","%E3%82%AA%E3%83%BC%E3%83%AB%E3%83%89%E3%83%BB%E3%83%9C%E3%83%BC%E3%82%A4%E3%82%B9%E3%83%BB%E3%82%AF%E3%83%AB%E3%83%96","http://dbpedia.org/resource/Old_Boys_&_Old_Girls_Club"
"229","Q1143327","Montevideo Cricket Club","rugby union club","1861-01-01",NA,NA,NA,"Uruguay",NA,NA,NA,NA,"Montevideo",NA,NA,"Montevideo_Cricket_Club",NA,NA,"Montevideo_Cricket_Club","%E3%83%A2%E3%83%B3%E3%83%86%E3%83%93%E3%83%87%E3%82%AA%E3%83%BB%E3%82%AF%E3%83%AA%E3%82%B1%E3%83%83%E3%83%88%E3%83%BB%E3%82%AF%E3%83%AB%E3%83%96",NA
"230","Q1143805","United States national rugby union team","national rugby union team","1912-09-06",NA,NA,NA,"U.S.A.",NA,NA,NA,NA,NA,NA,NA,"United_States_men%27s_national_rugby_union_team","%C3%89quipe_des_%C3%89tats-Unis_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_degli_Stati_Uniti_d%27America","Selecci%C3%B3n_de_rugby_de_los_Estados_Unidos","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB%E5%90%88%E8%A1%86%E5%9B%BD%E4%BB%A3%E8%A1%A8",NA
"245","Q1248558","Namibia national rugby union team","national rugby union team","1955-07-05",NA,NA,NA,"Namibia",NA,NA,"Hage Geingob Rugby Stadium","10000",NA,NA,NA,"Namibia_national_rugby_union_team","%C3%89quipe_de_Namibie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Namibia","Selecci%C3%B3n_de_rugby_de_Namibia","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%8A%E3%83%9F%E3%83%93%E3%82%A2%E4%BB%A3%E8%A1%A8",NA
"246","Q1268090","Kazakhstan national rugby union team","national rugby union team","1994-04-03",NA,NA,NA,"Kazakhstan",NA,NA,NA,NA,NA,NA,NA,"Kazakhstan_national_rugby_union_team","%C3%89quipe_du_Kazakhstan_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_del_Kazakistan","Selecci%C3%B3n_de_rugby_de_Kazajist%C3%A1n","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%82%AB%E3%82%B6%E3%83%95%E3%82%B9%E3%82%BF%E3%83%B3%E4%BB%A3%E8%A1%A8",NA
"248","Q1296847","Szentesi VSC 91-esek Rögbi Szakosztály","rugby union team","1991-01-01","Szentes; Szentesi Vasutas Sport Club 91-esek Rögbi Szakosztály",NA,NA,"Hungary",NA,NA,NA,NA,NA,NA,NA,"Szentesi_VSC_91-esek_R%C3%B6gbi_Szakoszt%C3%A1ly",NA,NA,NA,NA,"http://dbpedia.org/resource/Szentesi_VSC_91-esek_Rögbi_Szakosztály"
"258","Q1387621","FC Schwalbe Hannover","rugby union club","1899-01-01","Fussball Club Schwalbe von 1899 e.V.",NA,NA,"Germany",NA,NA,NA,NA,"Döhren",NA,NA,"FC_Schwalbe_Hannover",NA,NA,NA,NA,"http://dbpedia.org/resource/FC_Schwalbe_Hannover"
"259","Q1389903","FV 1897 Linden","rugby union club","1897-01-01","Fussball Verein 1897 Linden e.V.",NA,NA,"Germany",NA,NA,NA,NA,NA,NA,NA,"FV_1897_Linden",NA,NA,NA,NA,"http://dbpedia.org/resource/FV_1897_Linden"
"261","Q1403018","Malta national rugby union team","national rugby union team",NA,NA,NA,NA,"Malta",NA,NA,NA,NA,NA,NA,NA,"Malta_national_rugby_union_team","%C3%89quipe_de_Malte_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_di_Malta","Selecci%C3%B3n_de_rugby_de_Malta",NA,NA
"263","Q1419899","Russia national rugby union team","national rugby union team","1992-10-11",NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA,NA,"Russia_national_rugby_union_team","%C3%89quipe_de_Russie_de_rugby_%C3%A0_XV","Nazionale_maschile_di_rugby_a_15_della_Russia","Selecci%C3%B3n_de_rugby_de_Rusia","%E3%83%A9%E3%82%B0%E3%83%93%E3%83%BC%E3%83%AD%E3%82%B7%E3%82%A2%E4%BB%A3%E8%A1%A8",NA
"264","Q1420748","Velencei Kék Cápák RK","rugby union team","2004-01-01","Kék Cápák (Blue Sharks); Velencei Kék Cápák; Velencei Kék Cápák Rögbi Klub",NA,NA,"Hungary",NA,NA,NA,NA,NA,NA,NA,"Velencei_K%C3%A9k_C%C3%A1p%C3%A1k_RK",NA,NA,NA,NA,"http://dbpedia.org/resource/Velencei_Kék_Cápák_RK"
